n,mae,rmse,wape_pct,bias,absolute_error_sum,squared_error_sum,actual_abs_sum,variant,seed,month,target,lead,population,unit
4464,0.0356582633144299,0.046068869440869395,4.950672798895747,0.003195794619499677,159.17848743561507,9.474129025683261,3215.29,mlp,3407,10,price,0–6h,all,元/千瓦时
4464,0.0360199120695419,0.046326153468493135,5.006949706933666,0.0034713697756517106,160.79288747843503,9.580246178511995,3211.3941,mlp,3407,10,price,6–12h,all,元/千瓦时
4464,0.03525407391369449,0.04508912682423559,4.908085115251081,0.0030309642385571243,157.37418595073223,9.075443053094215,3206.4273999999996,mlp,3407,10,price,12–18h,all,元/千瓦时
4464,0.03484660883108187,0.044418303897954085,4.860054286483791,0.0019172355836838176,155.55526182194947,8.807408259307358,3200.6898,mlp,3407,10,price,18–24h,all,元/千瓦时
17856,155.01876421010186,286.094388212165,6.582755483019572,13.052136734463058,2768015.053735579,1461513581.545698,42049489.1672,mlp,3407,10,pv_corrected,all,all,千瓦
9275,286.994976591627,392.6025263866532,6.330346600176285,13.68434584176102,2661878.4078873405,1429618298.05107,42049489.1672,mlp,3407,10,pv_corrected,all,generating,千瓦
4464,125.6432951352345,228.32427324995183,5.314156475226036,22.214258516843724,560871.6694836868,232717130.84284973,10554293.4631,mlp,3407,10,pv_corrected,0–6h,all,千瓦
2321,230.89797664337777,311.34731369324396,5.077689052923788,31.971988076166895,535914.2037892798,224991124.5558223,10554293.463100001,mlp,3407,10,pv_corrected,0–6h,generating,千瓦
4464,157.6497798831261,290.32724297765054,6.66788955181672,-0.2934628730301115,703748.6173982748,376270149.3789767,10554293.2577,mlp,3407,10,pv_corrected,6–12h,all,千瓦
2320,292.3155226520928,398.89612055486674,6.425555894593772,-11.589061685614627,678172.0125528553,369154026.78543687,10554293.2577,mlp,3407,10,pv_corrected,6–12h,generating,千瓦
4464,165.58828564029554,305.08365524273415,7.042973831087272,0.8537115068197326,739186.1070982793,415491427.81213796,10495369.212299999,mlp,3407,10,pv_corrected,12–18h,all,千瓦
2318,307.1355435105226,419.39203944178155,6.783374414527851,-10.109986658517943,711940.1898573914,407712284.6078632,10495369.212299999,mlp,3407,10,pv_corrected,12–18h,generating,千瓦
4464,171.19369618175148,312.89307662455855,7.316128747362928,29.434039787218886,764208.6597553386,437034873.5117335,10445533.2341,mlp,3407,10,pv_corrected,18–24h,all,千瓦
2316,317.7253893297989,429.7651998324481,7.044657129476035,44.48916042427489,735852.0016878142,427760862.10194767,10445533.2341,mlp,3407,10,pv_corrected,18–24h,generating,千瓦
17856,137.45121444892476,182.8207573634369,3.1776899209348803,29.754452329749107,2454328.8852000004,596808753.9904286,77236261.1289,periodic,none,10,load,all,all,千瓦
4464,137.4344687724014,182.86668667057944,3.1615793084546766,30.862420564516132,613507.4685999999,149277164.81906193,19405095.0093,periodic,none,10,load,0–6h,all,千瓦
4464,137.62723324372757,183.0478947132338,3.1717687656441003,30.214181272401436,614367.9691999999,149573157.77194,19369885.2153,periodic,none,10,load,6–12h,all,千瓦
4464,137.54853835125448,182.93065153864464,3.1846478135812344,29.341061603942656,614016.6751999999,149381614.28778392,19280520.520400003,periodic,none,10,load,12–18h,all,千瓦
4464,137.19461742831538,182.43721431381977,3.192974417813325,28.600145878136196,612436.7721999999,148576817.1116426,19180760.3839,periodic,none,10,load,18–24h,all,千瓦
17856,150.39045832213262,305.65420591720203,6.38621794695827,15.969351131272393,2685372.0238,1668187757.6300943,42049489.1672,periodic,none,10,pv,all,all,千瓦
9275,289.5197558382749,424.09725437199506,6.386036521686498,30.73557362803234,2685295.7353999997,1668187412.8133948,42049489.1672,periodic,none,10,pv,all,generating,千瓦
4464,155.71680909498204,321.47308978121384,6.586133294760876,10.281698028673837,695119.8357999999,461331845.43233633,10554293.4631,periodic,none,10,pv,0–6h,all,千瓦
2321,299.48331051271003,445.8298128046404,6.585952590101995,19.76666432572167,695100.7637,461331759.22816145,10554293.463100001,periodic,none,10,pv,0–6h,generating,千瓦
4464,155.71668035394265,321.4730896695372,6.586127977757943,10.281569287634408,695119.2611,461331845.111812,10554293.2577,periodic,none,10,pv,6–12h,all,千瓦
2320,299.6121504310345,445.9258863094606,6.585947273095544,19.774936724137937,695100.189,461331758.907637,10554293.2577,periodic,none,10,pv,6–12h,generating,千瓦
4464,147.389246281362,293.7770791432572,6.268913290148228,18.950135797491043,657945.5954,385265396.03446823,10495369.212299999,periodic,none,10,pv,12–18h,all,千瓦
2318,283.8337028904228,407.6835960746069,6.268731570957466,36.48590772217428,657926.5233,385265309.8302933,10495369.212299999,periodic,none,10,pv,12–18h,generating,千瓦
4464,142.73909755824369,284.08292330655706,6.100093860405976,24.364001411290324,637187.3314999999,360258671.0514779,10445533.2341,periodic,none,10,pv,18–24h,all,千瓦
2316,275.1158287564766,394.40089502464974,6.099911274227056,46.95243100172712,637168.2593999999,360258584.8473029,10445533.2341,periodic,none,10,pv,18–24h,generating,千瓦
17856,0.04200792450716846,0.05379871592554468,5.8446712900253495,-0.002265921818996415,750.0935000000001,51.68065357,12833.8013,periodic,none,10,price,all,all,元/千瓦时
4464,0.0422070564516129,0.05417258030167308,5.859885111451844,-0.001976321684587813,188.4123,13.10035999,3215.29,periodic,none,10,price,0–6h,all,元/千瓦时
4464,0.04222226702508961,0.054171192242707895,5.869108372591207,-0.0017457885304659494,188.48020000000002,13.099688660000002,3211.3941,periodic,none,10,price,6–12h,all,元/千瓦时
4464,0.041823230286738344,0.05351242806523804,5.822645477642813,-0.0024118503584229386,186.69889999999998,12.78302093,3206.4273999999996,periodic,none,10,price,12–18h,all,元/千瓦时
4464,0.04177914426523297,0.05333329971017085,5.8269345564196815,-0.0029297267025089604,186.50209999999998,12.69758399,3200.6898,periodic,none,10,price,18–24h,all,元/千瓦时
17856,228.24836410823627,472.14966230245994,9.692395485022379,-31.170522675851252,4075602.789516667,3980554221.3017097,42049489.1672,periodic,none,10,pv_corrected,all,all,千瓦
9275,430.11204904312666,653.1438729019948,9.487128937553843,-69.31475876460017,3989289.2548749996,3956686421.0298443,42049489.1672,periodic,none,10,pv_corrected,all,generating,千瓦
4464,108.2969104390681,196.5165062390792,4.58048101362917,18.944095071684597,483437.4082,172394042.96978435,10554293.4631,periodic,none,10,pv_corrected,0–6h,all,千瓦
2321,199.07992062329458,267.9184094821196,4.377976577798789,27.226853927904653,462064.4957666667,166602016.27761406,10554293.463100001,periodic,none,10,pv_corrected,0–6h,generating,千瓦
4464,200.91783067502985,392.67856446645305,8.497937040729772,-20.666743593189974,896897.1961333333,688332975.0817628,10554293.2577,periodic,none,10,pv_corrected,6–12h,all,千瓦
2320,377.52009446120684,542.4356749584141,8.298486670445854,-48.839189820402304,875846.6191499999,682628590.6048095,10554293.2577,periodic,none,10,pv_corrected,6–12h,generating,千瓦
4464,270.61965757915175,520.5022580901862,11.510277790109273,-73.2874696236559,1208046.1514333333,1209398489.4220512,10495369.212299999,periodic,none,10,pv_corrected,12–18h,all,千瓦
2318,511.6128719909404,720.4478112659682,11.299446577688455,-150.68282077581247,1185918.6372749999,1203146423.0208683,10495369.212299999,periodic,none,10,pv_corrected,12–18h,generating,千瓦
4464,333.15905773969536,654.1891328633307,14.237875658610559,-49.67197255824373,1487222.03375,1910428713.8281112,10445533.2341,periodic,none,10,pv_corrected,18–24h,all,千瓦
2316,632.7545348373632,906.7748726909904,14.029532718341871,-105.13739920840531,1465459.5026833331,1904309391.1265523,10445533.2341,periodic,none,10,pv_corrected,18–24h,generating,千瓦
17856,639.6897536682347,1131.967778130578,14.788779356418173,65.1661828012993,11422300.2415,22879804361.76127,77236261.1289,yesterday,none,10,load,all,all,千瓦
4464,639.9160652777778,1132.0124758734883,14.720800460038793,66.08530380824372,2856585.3153999997,5720402824.060316,19405095.0093,yesterday,none,10,load,0–6h,all,千瓦
4464,639.7737809363799,1131.9767819863885,14.74428023891502,65.56925831093189,2855950.1581,5720042085.644743,19369885.2153,yesterday,none,10,load,6–12h,all,千瓦
4464,639.6646226926524,1131.9756157224335,14.810092251807935,64.9298269937276,2855462.8757,5720030299.050575,19280520.520400003,yesterday,none,10,load,12–18h,all,千瓦
4464,639.4045457661289,1131.90623632165,14.881067461203735,64.08034209229388,2854301.8922999995,5719329153.005637,19180760.3839,yesterday,none,10,load,18–24h,all,千瓦
17856,150.39045832213262,305.65420591720203,6.38621794695827,15.969351131272393,2685372.0238,1668187757.6300943,42049489.1672,yesterday,none,10,pv,all,all,千瓦
9275,289.5197558382749,424.09725437199506,6.386036521686498,30.73557362803234,2685295.7353999997,1668187412.8133948,42049489.1672,yesterday,none,10,pv,all,generating,千瓦
4464,155.71680909498204,321.47308978121384,6.586133294760876,10.281698028673837,695119.8357999999,461331845.43233633,10554293.4631,yesterday,none,10,pv,0–6h,all,千瓦
2321,299.48331051271003,445.8298128046404,6.585952590101995,19.76666432572167,695100.7637,461331759.22816145,10554293.463100001,yesterday,none,10,pv,0–6h,generating,千瓦
4464,155.71668035394265,321.4730896695372,6.586127977757943,10.281569287634408,695119.2611,461331845.111812,10554293.2577,yesterday,none,10,pv,6–12h,all,千瓦
2320,299.6121504310345,445.9258863094606,6.585947273095544,19.774936724137937,695100.189,461331758.907637,10554293.2577,yesterday,none,10,pv,6–12h,generating,千瓦
4464,147.389246281362,293.7770791432572,6.268913290148228,18.950135797491043,657945.5954,385265396.03446823,10495369.212299999,yesterday,none,10,pv,12–18h,all,千瓦
2318,283.8337028904228,407.6835960746069,6.268731570957466,36.48590772217428,657926.5233,385265309.8302933,10495369.212299999,yesterday,none,10,pv,12–18h,generating,千瓦
4464,142.73909755824369,284.08292330655706,6.100093860405976,24.364001411290324,637187.3314999999,360258671.0514779,10445533.2341,yesterday,none,10,pv,18–24h,all,千瓦
2316,275.1158287564766,394.40089502464974,6.099911274227056,46.95243100172712,637168.2593999999,360258584.8473029,10445533.2341,yesterday,none,10,pv,18–24h,generating,千瓦
17856,0.08213748879928316,0.12084965270776667,11.428001460487005,0.0053110103046595004,1466.6470000000002,260.78042612,12833.8013,yesterday,none,10,price,all,all,元/千瓦时
4464,0.08259556451612904,0.12118399727784424,11.467289109224986,0.005680376344086021,368.70660000000004,65.55634518,3215.29,yesterday,none,10,price,0–6h,all,元/千瓦时
4464,0.08250642921146953,0.12115408632055487,11.46881038362747,0.005826769713261652,368.3087,65.52398759,3211.3941,yesterday,none,10,price,6–12h,all,元/千瓦时
4464,0.08188938172043012,0.12061903263973822,11.400669792180546,0.005181899641577062,365.55420000000004,64.94651741999999,3206.4273999999996,yesterday,none,10,price,12–18h,all,元/千瓦时
4464,0.08155857974910395,0.12043973337316884,11.374969858059973,0.004554995519713262,364.07750000000004,64.75357593,3200.6898,yesterday,none,10,price,18–24h,all,元/千瓦时
17856,228.24836410823627,472.14966230245994,9.692395485022379,-31.170522675851252,4075602.789516667,3980554221.3017097,42049489.1672,issued,none,10,pv_corrected,all,all,千瓦
9275,430.11204904312666,653.1438729019948,9.487128937553843,-69.31475876460017,3989289.2548749996,3956686421.0298443,42049489.1672,issued,none,10,pv_corrected,all,generating,千瓦
4464,108.2969104390681,196.5165062390792,4.58048101362917,18.944095071684597,483437.4082,172394042.96978435,10554293.4631,issued,none,10,pv_corrected,0–6h,all,千瓦
2321,199.07992062329458,267.9184094821196,4.377976577798789,27.226853927904653,462064.4957666667,166602016.27761406,10554293.463100001,issued,none,10,pv_corrected,0–6h,generating,千瓦
4464,200.91783067502985,392.67856446645305,8.497937040729772,-20.666743593189974,896897.1961333333,688332975.0817628,10554293.2577,issued,none,10,pv_corrected,6–12h,all,千瓦
2320,377.52009446120684,542.4356749584141,8.298486670445854,-48.839189820402304,875846.6191499999,682628590.6048095,10554293.2577,issued,none,10,pv_corrected,6–12h,generating,千瓦
4464,270.61965757915175,520.5022580901862,11.510277790109273,-73.2874696236559,1208046.1514333333,1209398489.4220512,10495369.212299999,issued,none,10,pv_corrected,12–18h,all,千瓦
2318,511.6128719909404,720.4478112659682,11.299446577688455,-150.68282077581247,1185918.6372749999,1203146423.0208683,10495369.212299999,issued,none,10,pv_corrected,12–18h,generating,千瓦
4464,333.15905773969536,654.1891328633307,14.237875658610559,-49.67197255824373,1487222.03375,1910428713.8281112,10445533.2341,issued,none,10,pv_corrected,18–24h,all,千瓦
2316,632.7545348373632,906.7748726909904,14.029532718341871,-105.13739920840531,1465459.5026833331,1904309391.1265523,10445533.2341,issued,none,10,pv_corrected,18–24h,generating,千瓦
17856,137.45121444892476,182.8207573634369,3.1776899209348803,29.754452329749107,2454328.8852000004,596808753.9904286,77236261.1289,weekly,none,10,load,all,all,千瓦
4464,137.4344687724014,182.86668667057944,3.1615793084546766,30.862420564516132,613507.4685999999,149277164.81906193,19405095.0093,weekly,none,10,load,0–6h,all,千瓦
4464,137.62723324372757,183.0478947132338,3.1717687656441003,30.214181272401436,614367.9691999999,149573157.77194,19369885.2153,weekly,none,10,load,6–12h,all,千瓦
4464,137.54853835125448,182.93065153864464,3.1846478135812344,29.341061603942656,614016.6751999999,149381614.28778392,19280520.520400003,weekly,none,10,load,12–18h,all,千瓦
4464,137.19461742831538,182.43721431381977,3.192974417813325,28.600145878136196,612436.7721999999,148576817.1116426,19180760.3839,weekly,none,10,load,18–24h,all,千瓦
17856,202.20101924843186,388.3444054759855,8.586314533676454,67.69451407370072,3610501.3996999995,2692887952.434852,42049489.1672,weekly,none,10,pv,all,all,千瓦
9275,388.5131241185984,538.7864006385987,8.569567187538675,129.56453582749322,3603459.2262000004,2692447035.6339707,42049489.1672,weekly,none,10,pv,all,generating,千瓦
4464,205.34307358870967,395.8794831053935,8.68510510632288,61.65301108870966,916651.4805,699600602.8018943,10554293.4631,weekly,none,10,pv,0–6h,all,千瓦
2321,394.1796370099095,548.9759271122564,8.668424283431653,117.81925829383886,914890.9375,699490373.6016753,10554293.463100001,weekly,none,10,pv,0–6h,generating,千瓦
4464,205.342077531362,395.87947748226463,8.685063146518601,61.65201503136201,916647.0341,699600582.9274403,10554293.2577,weekly,none,10,pv,6–12h,all,千瓦
2320,394.34762525862067,549.0942203424258,8.668382318565333,117.86812568965517,914886.4905999999,699490353.7272191,10554293.2577,weekly,none,10,pv,6–12h,generating,千瓦
4464,199.6204204973118,382.64151115861927,8.490464118743654,71.27589307795698,891105.5571,653594444.3396599,10495369.212299999,weekly,none,10,pv,12–18h,all,千瓦
2318,383.6691171699741,530.9588145860685,8.473689639786434,136.50346988783437,889345.0136,653484215.1394386,10495369.212299999,weekly,none,10,pv,12–18h,generating,千瓦
4464,198.49850537634407,378.6685320445977,8.483026267220978,76.1971370967742,886097.328,640092322.3658583,10445533.2341,weekly,none,10,pv,18–24h,all,千瓦
2316,381.8379898531952,525.6717444248999,8.466171756680028,146.10685513816927,884336.7845000001,639982093.1656373,10445533.2341,weekly,none,10,pv,18–24h,generating,千瓦
17856,0.04200792450716846,0.05379871592554468,5.8446712900253495,-0.002265921818996415,750.0935000000001,51.68065357,12833.8013,weekly,none,10,price,all,all,元/千瓦时
4464,0.0422070564516129,0.05417258030167308,5.859885111451844,-0.001976321684587813,188.4123,13.10035999,3215.29,weekly,none,10,price,0–6h,all,元/千瓦时
4464,0.04222226702508961,0.054171192242707895,5.869108372591207,-0.0017457885304659494,188.48020000000002,13.099688660000002,3211.3941,weekly,none,10,price,6–12h,all,元/千瓦时
4464,0.041823230286738344,0.05351242806523804,5.822645477642813,-0.0024118503584229386,186.69889999999998,12.78302093,3206.4273999999996,weekly,none,10,price,12–18h,all,元/千瓦时
4464,0.04177914426523297,0.05333329971017085,5.8269345564196815,-0.0029297267025089604,186.50209999999998,12.69758399,3200.6898,weekly,none,10,price,18–24h,all,元/千瓦时
17280,122.16415427081073,155.645673686884,2.798321732936858,-6.985064108592845,2110996.5857996093,418617948.743032,75437951.2889,mlp,42,11,load,all,all,千瓦
4320,117.84456174045138,147.18449539665775,2.7167701820097903,-2.321077456958911,509088.50671875,93585350.95992906,18738740.217699997,mlp,42,11,load,0–6h,all,千瓦
4320,120.51028543954354,151.81545852425154,2.7708268774766402,-4.150522906448928,520604.43309882807,99567072.49073216,18788775.1967,mlp,42,11,load,6–12h,all,千瓦
4320,124.62482795518663,161.5368802955927,2.8482644765548595,-11.320472195638022,538379.2567664062,112726787.16513304,18902010.722599998,mlp,42,11,load,12–18h,all,千瓦
4320,125.67694194806134,161.5454429008933,2.8562302498866226,-10.148183875325518,542924.389215625,112738738.12723777,19008425.1519,mlp,42,11,load,18–24h,all,千瓦
17280,112.76388837051962,226.5384405739925,6.099268686809103,61.47059450232618,1948559.991042579,886803812.1969924,31947436.505900003,mlp,42,11,pv,all,all,千瓦
8374,229.6388957030996,325.30114092050735,6.019250127510609,123.79364635483317,1922996.112617756,886143649.547755,31947436.505899996,mlp,42,11,pv,all,generating,千瓦
4320,113.39993269480624,228.62396153404748,6.115259913409186,64.4340712900256,489887.70924156293,225801716.20209342,8010905.7698,mlp,42,11,pv,0–6h,all,千瓦
2095,231.12595433956676,328.19854699639967,6.044371114272652,130.15577712302627,484208.87434139237,225661429.694898,8010905.7698,mlp,42,11,pv,0–6h,generating,千瓦
4320,112.92220715014126,226.8759537036629,6.089497943082119,62.169564823255065,487823.93488861027,222362056.9538493,8010905.651800001,mlp,42,11,pv,6–12h,all,千瓦
2094,229.89974638388887,325.74467669204074,6.009433762582055,125.19515476395168,481410.06892786326,222193490.6593653,8010905.6518,mlp,42,11,pv,6–12h,generating,千瓦
4320,111.62075887530598,224.4655393439172,6.044638295247843,58.508959196712595,482201.6783413218,217662242.48476833,7977345.455399999,mlp,42,11,pv,12–18h,all,千瓦
2093,227.33792910578936,322.35957273822766,5.964619286937457,117.71395652503284,475818.28561841714,217495547.82659084,7977345.4554,mlp,42,11,pv,12–18h,generating,千瓦
4320,113.11265476182503,226.16867095458082,6.147829359127747,60.76978269931146,488646.6685710841,220977796.55628145,7948279.628899999,mlp,42,11,pv,18–24h,all,千瓦
2092,230.1906709990837,324.87178038965965,6.058655535710289,122.10213978012642,481558.88373008306,220793181.36690086,7948279.628899999,mlp,42,11,pv,18–24h,generating,千瓦
17280,0.03561890991855551,0.04646858897300942,4.658087549713317,-0.0070405127677873325,615.4947633926391,37.31321827254227,13213.464899999999,mlp,42,11,price,all,all,元/千瓦时
4320,0.034558242294677986,0.04435839438421542,4.54100184004588,-0.005853614930676089,149.2916067130089,8.500322098132967,3287.6358999999998,mlp,42,11,price,0–6h,all,元/千瓦时
4320,0.035262667151628825,0.045315320336658214,4.625923746898377,-0.0070783455270583984,152.3347220950365,8.87102607116426,3293.066,mlp,42,11,price,6–12h,all,元/千瓦时
4320,0.03650034967334734,0.04808505944963734,4.764660871496729,-0.007960023461265698,157.6815105888605,9.988587110628679,3309.3963,mlp,42,11,price,12–18h,all,元/千瓦时
4320,0.036154380554567885,0.04800000721599187,4.699659655244583,-0.007270067152149147,156.18692399573325,9.953282992616371,3323.3667,mlp,42,11,price,18–24h,all,元/千瓦时
17280,114.62647982750615,211.3853147184783,6.200014110845811,35.51561873366996,1980745.571419306,772135222.0947286,31947436.505900003,mlp,42,11,pv_corrected,all,all,千瓦
8374,224.82569772354657,299.81707162789013,5.893087517019675,61.57806460896699,1882690.392736979,752741174.904569,31947436.505899996,mlp,42,11,pv_corrected,all,generating,千瓦
4320,98.93003712136479,174.16873756132426,5.334949288449386,8.213271995649336,427377.7603642959,131046116.3008075,8010905.7698,mlp,42,11,pv_corrected,0–6h,all,千瓦
2095,192.74631414106275,245.7500174802089,5.040672549760972,5.683581280398852,403803.52812552644,126523483.93674064,8010905.7698,mlp,42,11,pv_corrected,0–6h,generating,千瓦
4320,105.92672633686136,195.29556298806068,5.712256237500694,28.086342188200064,457603.4577752411,164766341.90659785,8010905.651800001,mlp,42,11,pv_corrected,6–12h,all,千瓦
2094,207.33289090502285,276.6881911817891,5.419550453169623,46.74527890778462,434155.0735551178,160309007.66200888,8010905.6518,mlp,42,11,pv_corrected,6–12h,generating,千瓦
4320,123.09200385808379,225.62030544657847,6.6658446677518075,57.08408137438244,531757.456666922,219907536.0327678,7977345.455399999,mlp,42,11,pv_corrected,12–18h,all,千瓦
2093,242.2219202293939,320.4996629666243,6.3551275530752465,105.98005442452538,506970.4790401214,214993031.0818795,7977345.4554,mlp,42,11,pv_corrected,12–18h,generating,千瓦
4320,130.5571519937146,243.62958937326178,7.095961930706541,48.67877937644799,564006.8966128471,256415227.8545555,7948279.628899999,mlp,42,11,pv_corrected,18–24h,all,千瓦
2092,257.0560764895857,346.3243571227577,6.765757335221441,87.97645425890126,537761.3120162132,250915652.22394,7948279.628899999,mlp,42,11,pv_corrected,18–24h,generating,千瓦
17280,119.11578184882269,153.19356762631253,2.728494975247981,-3.1832362893337667,2058320.7103476562,405531691.1207007,75437951.2889,mlp,2026,11,load,all,all,千瓦
4320,114.64443002061633,143.14298626968028,2.6429948434914134,0.7705317914496542,495263.93768906256,88516430.71863209,18738740.217699997,mlp,2026,11,load,0–6h,all,千瓦
4320,117.81079335964627,149.99329125990695,2.7087589371076244,0.9972178885452847,508942.62731367187,97191305.66727051,18788775.1967,mlp,2026,11,load,6–12h,all,千瓦
4320,121.7859402926975,159.78860995266393,2.7833825183233487,-6.4562755878363705,526115.2620644532,110299967.44101176,18902010.722599998,mlp,2026,11,load,12–18h,all,千瓦
4320,122.22196372233073,159.22554705990055,2.777709773750995,-8.044419249493632,527998.8832804688,109523987.29378629,19008425.1519,mlp,2026,11,load,18–24h,all,千瓦
17280,117.37287388786302,235.1990234066391,6.3485633985302945,76.3756326830912,2028203.260782273,955905072.9656274,31947436.505900003,mlp,2026,11,pv,all,all,千瓦
8374,239.3684567588779,337.75658526200976,6.274279491966941,154.76942069266616,2004471.4568988434,955301824.1748834,31947436.505899996,mlp,2026,11,pv,all,generating,千瓦
4320,115.96308657172676,234.1949388044,6.253481795759115,74.3963483953555,500960.5339898596,236940203.6420976,8010905.7698,mlp,2026,11,pv,0–6h,all,千瓦
2095,237.00832362133636,336.2467863022071,6.198205948927248,151.295526999893,496532.4379866997,236864683.22048765,8010905.7698,mlp,2026,11,pv,0–6h,generating,千瓦
4320,117.75684327235365,236.06430313367864,6.350212885384112,77.21483827050001,508709.56293656776,240737854.52443385,8010905.651800001,mlp,2026,11,pv,6–12h,all,千瓦
2094,240.30436736307814,338.94924253894123,6.281403965171158,156.6647008836093,503197.34525828564,240572517.40310988,8010905.6518,mlp,2026,11,pv,6–12h,generating,千瓦
4320,118.24557391584601,235.9854088154858,6.4033942390030445,78.04611121098264,510820.87931645475,240576968.9108677,7977345.455399999,mlp,2026,11,pv,12–18h,all,千瓦
2093,240.9858111283358,338.8986579640348,6.322696008484642,158.01319818757622,504383.3026916068,240385864.67404127,7977345.4554,mlp,2026,11,pv,12–18h,generating,千瓦
4320,117.52599179152563,234.54548534633776,6.387700335722279,75.84523285552665,507712.2845393907,237650045.8882283,7948279.628899999,mlp,2026,11,pv,18–24h,all,千瓦
2092,239.17704156895377,336.9236874501863,6.295178256473826,153.10587588849697,500358.37096225127,237478758.87724453,7948279.628899999,mlp,2026,11,pv,18–24h,generating,千瓦
17280,0.034387244057774,0.04475838934015701,4.497015595949664,-0.004471613405404819,594.2115773183347,34.61725583409739,13213.464899999999,mlp,2026,11,price,all,all,元/千瓦时
4320,0.033846497303843495,0.043446757901136016,4.447477543136815,-0.0031800625522158763,146.2168683526039,8.154521735558076,3287.6358999999998,mlp,2026,11,price,0–6h,all,元/千瓦时
4320,0.034192695443514325,0.043792728282449116,4.485559788840609,-0.0037304297228378286,147.71244431598188,8.284909177816209,3293.066,mlp,2026,11,price,6–12h,all,元/千瓦时
4320,0.03451999999203064,0.04527963918659438,4.506151166168053,-0.005123154670011114,149.12639996557238,8.85706153143051,3309.3963,mlp,2026,11,price,12–18h,all,元/千瓦时
4320,0.03498978349170751,0.04644980212973793,4.548275238004173,-0.005852806676554459,151.15586468417644,9.320763389292601,3323.3667,mlp,2026,11,price,18–24h,all,元/千瓦时
17280,111.82767761480703,206.87696565522373,6.048630126636283,38.51515297047527,1932382.2691838655,739550803.7153541,31947436.505900003,mlp,2026,11,pv_corrected,all,all,千瓦
8374,219.02220634423787,293.2435423244669,5.740967528295833,67.73961429097147,1834091.9559266479,720095124.8130218,31947436.505899996,mlp,2026,11,pv_corrected,all,generating,千瓦
4320,90.29315868191895,160.13370078679668,4.869192781874755,11.861994148668357,390066.4455058899,110776905.19155744,8010905.7698,mlp,2026,11,pv_corrected,0–6h,all,千瓦
2095,174.78351743683734,225.08043165957574,4.570912198350775,13.054338065170244,366171.46903017425,106135215.50014767,8010905.7698,mlp,2026,11,pv_corrected,0–6h,generating,千瓦
4320,106.6941803635343,197.10066081486616,5.753642337142025,31.392243286451407,460918.8591704682,167826256.53259787,8010905.651800001,mlp,2026,11,pv_corrected,6–12h,all,千瓦
2094,209.049732871148,279.4425732688352,5.46442761479564,53.69903173791106,437750.1406321839,163516589.77519682,8010905.6518,mlp,2026,11,pv_corrected,6–12h,generating,千瓦
4320,122.42938745914952,224.55131556570623,6.629961768366293,55.92997662766986,528894.9538235259,217828627.15229014,7977345.455399999,mlp,2026,11,pv_corrected,12–18h,all,千瓦
2093,241.0692390994404,318.9862415781214,6.324884891296577,103.81293007316606,504557.91743512877,212967401.30767184,7977345.4554,mlp,2026,11,pv_corrected,12–18h,generating,千瓦
4320,127.89398395462531,237.22889733594607,6.95121506137102,54.87639781911143,552502.0106839814,243119014.8389086,7948279.628899999,mlp,2026,11,pv_corrected,18–24h,all,千瓦
2092,251.24877095084182,336.9216723558487,6.612908118104334,100.46675751612865,525612.4288291611,237475918.23000544,7948279.628899999,mlp,2026,11,pv_corrected,18–24h,generating,千瓦
17280,117.19477362555608,150.2548303054793,2.6844918951922647,-6.311963630032008,2025125.6882496092,390122162.44061834,75437951.2889,mlp,3407,11,load,all,all,千瓦
4320,113.2707401453993,141.57289727750535,2.611326010944537,-4.252105356807001,489329.597428125,86585264.25212339,18738740.217699997,mlp,3407,11,load,0–6h,all,千瓦
4320,116.21178468822337,147.28336793638837,2.6719938079907455,0.5311876264105919,502034.909853125,93711126.83336161,18788775.1967,mlp,3407,11,load,6–12h,all,千瓦
4320,119.55360643039279,156.00884427000543,2.7323631721453996,-9.980055562879775,516471.5797792969,105143440.99879932,18902010.722599998,mlp,3407,11,load,12–18h,all,千瓦
4320,119.7429632382089,155.66637695988834,2.721370113806384,-11.54688122685185,517289.60118906246,104682330.35633402,19008425.1519,mlp,3407,11,load,18–24h,all,千瓦
17280,103.59519964784832,214.8147459574803,5.603344886793097,45.1529831183494,1790125.049914819,797392081.3958231,31947436.505900003,mlp,3407,11,pv,all,all,千瓦
8374,213.70697270005243,308.5803664447393,5.601645656482461,93.10970716031736,1789582.189390239,797387709.5569901,31947436.505899996,mlp,3407,11,pv,all,generating,千瓦
4320,103.82589012331162,214.4665011955063,5.59896543813552,46.26046502733669,448527.84533270623,198702202.1833819,8010905.7698,mlp,3407,11,pv,0–6h,all,千瓦
2095,214.0388399716288,307.9700661863371,5.59751147530671,95.33591089544186,448411.36974056234,198701451.6919813,8010905.7698,mlp,3407,11,pv,0–6h,generating,千瓦
4320,104.47904790317965,216.5153077056913,5.6341880251744145,47.48413644493193,451349.4869417361,202516754.9942456,8010905.651800001,mlp,3407,11,pv,6–12h,all,千瓦
2094,215.4633421281258,310.9859036217942,5.632075298688831,97.8807167701362,451180.2384162954,202515414.33456534,8010905.6518,mlp,3407,11,pv,6–12h,generating,千瓦
4320,103.4032216610094,214.61996372544945,5.599631106274589,45.38549981307422,446701.91757556057,198986668.5434972,7977345.455399999,mlp,3407,11,pv,12–18h,all,千瓦
