day,date,total_cost,emergency_cost,initial_soc,final_soc,mip_gap,mip_seconds,planned_changes,next_day_pending_mode_hold
180,2025-06-30,46799.39591641531,1259.3721764435768,5835.040609383337,3448.1851294474545,0.0001264860737854988,0.7377419580006972,8,0
181,2025-07-01,66302.2674242559,18540.139241076875,3448.1851294474545,1372.2066696625495,0.001634619396443865,1.6268663329537958,8,0
182,2025-07-02,57064.86861849269,407.4841796907836,1372.2066696625495,3348.7579764698903,0.0015934236878041973,1.062619834090583,8,0
183,2025-07-03,54458.06010585957,550.2279187186782,3348.7579764698903,4465.928162145368,0.0019995529839221295,3.956573790987022,8,0
184,2025-07-04,24612.6972391085,86.4095664489054,4465.928162145368,2588.05485401215,0.0009453936610531467,1.732148666982539,7,0
185,2025-07-05,31166.905405899022,8786.501301641805,2588.05485401215,1288.5922922022648,0.005716610477989781,5.009290624991991,8,0
186,2025-07-06,60692.9569191996,9021.269977442429,1288.5922922022648,1490.9334757819843,0.0018918294394500814,0.2226999580161646,8,0
187,2025-07-07,55936.72511030187,12.750892935159753,1490.9334757819843,3880.7209505600235,0.00113482552561532,1.174756916007027,8,0
188,2025-07-08,55182.437611342095,0.0,3880.7209505600235,4735.392567753292,0.001291217042770486,1.6295151669764891,8,0
189,2025-07-09,54521.39749483602,0.0,4735.392567753292,6940.5981419584,0.0019845959722674736,0.9254660001024604,7,0
190,2025-07-10,51073.330418588084,137.44800418659216,6940.5981419584,5569.732557734393,0.0009664115845905378,4.056120875058696,8,0
191,2025-07-11,28633.21720532309,0.0,5569.732557734393,5002.4444164504075,0.005115150111443374,5.019898500060663,7,0
192,2025-07-12,25494.072990286742,233.09462445017436,5002.4444164504075,3452.54948665999,0.00024495630071384223,2.453896457911469,8,0
193,2025-07-13,50519.34304690249,235.41283573582427,3452.54948665999,3515.903242868855,0.0016053146413211117,1.3562875000061467,8,0
194,2025-07-14,51358.5885524739,97.23467227557938,3515.903242868855,5079.595225517606,0.0013414155700983508,1.6220971250440925,7,0
195,2025-07-15,50917.349109510804,613.9198634973004,5079.595225517606,6022.904961425475,0.0016884513246974147,1.683701541973278,8,0
196,2025-07-16,50537.90246550923,1263.6692424452656,6022.904961425475,4962.006801010967,0.001900153437754836,1.928755708038807,8,0
197,2025-07-17,50486.800441230866,1480.4244937307967,4962.006801010967,2605.446752217625,0.00119673252398028,1.572752624982968,7,0
198,2025-07-18,28090.74204535915,0.0,2605.446752217625,4472.777410321419,0.004294615987257053,5.022986916010268,8,0
199,2025-07-19,25099.04165489994,0.0,4472.777410321419,3364.0577346541327,0.0019997241937818122,3.6934986249543726,8,0
200,2025-07-20,48888.838990327116,337.4328615691353,3364.0577346541327,3852.858723400596,8.263571358655296e-05,0.9000047500012442,8,0
201,2025-07-21,50973.26246754885,218.41889522985036,3852.858723400596,3962.981782677255,0.0018005909018513977,1.4422262499574572,8,0
202,2025-07-22,52680.515044455664,1966.984997523907,3962.981782677255,5191.636441039985,0.001977979984140973,4.414711625082418,7,0
203,2025-07-23,50160.86720401931,237.71794701284554,5191.636441039985,5426.315750300192,0.0021460703992898953,5.008053875062615,8,0
204,2025-07-24,49951.77577291587,1223.0471323419674,5426.315750300192,3269.1213417585986,0.0014527665493503583,1.053300583967939,7,0
205,2025-07-25,27229.420178748154,0.0,3269.1213417585986,4063.938266082704,0.001990782228369551,1.4188650420401245,8,0
206,2025-07-26,26068.809297666958,0.0,4063.938266082704,3766.909104776183,8.056787151941896e-05,0.3843595840735361,8,0
207,2025-07-27,50914.33095084395,3715.68146581518,3766.909104776183,1869.1717503071861,0.0026277193847327076,5.01047674997244,8,0
208,2025-07-28,57878.26826368325,5735.2195042297935,1869.1717503071861,3580.7094239027037,0.002675200841194166,5.0089983330108225,7,0
209,2025-07-29,51866.84384485023,620.1728319117308,3580.7094239027037,4293.444677754583,0.0017174816096158488,0.5939094169298187,8,0
210,2025-07-30,49926.95731195001,15.871877844052388,4293.444677754583,3404.525560967713,0.0019116905158777634,2.7197232500184327,8,0
211,2025-07-31,50183.561607274096,7.513407496642731,3404.525560967713,3400.328663482324,0.0007048177511603844,1.292699084035121,8,0
212,2025-08-01,25115.114188578285,0.0,3400.328663482324,3196.382705310763,0.002368406363289679,5.011314791976474,7,0
213,2025-08-02,24130.69603714819,0.0,3196.382705310763,2763.603850677679,0.0018261911320926528,0.5539770839968696,8,0
214,2025-08-03,47328.40703567194,749.455296831548,2763.603850677679,1467.5762450004795,0.0013897272469856855,0.6356534159276634,8,0
215,2025-08-04,47848.07803281424,0.0,1467.5762450004795,2582.208764809993,0.00039030319386699667,0.8434569999808446,8,0
216,2025-08-05,45745.14063004838,578.4713645944408,2582.208764809993,3086.4611314393687,0.0016625846232906415,1.1144797500455752,7,0
217,2025-08-06,52239.42471555578,7202.020848024749,3086.4611314393687,2453.987888400399,0.002876457463247659,5.008122166967951,8,0
218,2025-08-07,45240.23470335253,55.01849004034746,2453.987888400399,3161.8537571410675,0.0022252434086172655,5.008190624997951,8,0
219,2025-08-08,23709.299107645034,96.61357056078526,3161.8537571410675,2970.242854449005,0.000897392226630893,3.888912040973082,7,0
220,2025-08-09,23391.875961631184,1528.3430907754646,2970.242854449005,2675.9355416614103,0.0033164516769147285,5.008160791941918,7,0
221,2025-08-10,43778.30941991846,11.03209066458498,2675.9355416614103,2107.8316398152047,0.0010953791567925868,2.1753509159898385,7,0
222,2025-08-11,45638.05007894788,415.42267901965937,2107.8316398152047,2313.251593181706,0.0017059645994705107,0.9636473749997094,8,0
223,2025-08-12,46166.88311300865,1113.1312119034337,2313.251593181706,1912.0448634797285,0.0017460249273085267,0.9858083749422804,8,0
224,2025-08-13,45832.58205125577,162.88798793236103,1912.0448634797285,2500.813019626959,0.0019032390119167932,1.4809869170421734,8,0
225,2025-08-14,45396.276282225466,422.96742539945996,2500.813019626959,2254.4859769892837,0.006807036398153321,5.00835699995514,8,0
226,2025-08-15,22817.890868363,166.86457435427434,2254.4859769892837,1883.8802021029037,0.001999688700285647,1.0743017919594422,8,0
227,2025-08-16,23808.359029600724,1802.1701297336888,1883.8802021029037,1883.4586726086718,0.002598427024510425,5.008210750063881,8,0
228,2025-08-17,44726.4419632254,201.19838476895438,1883.4586726086718,2093.6252405805544,0.00045579254115157397,1.9657090000109747,8,0
229,2025-08-18,45487.05533581387,81.58290582291765,2093.6252405805544,2815.912945456206,7.015939356133098e-05,0.5865292079979554,8,0
230,2025-08-19,44633.17614522222,110.73359213788646,2815.912945456206,1577.1616159032556,0.002509390796804584,5.01002070796676,8,0
231,2025-08-20,66441.85587574143,21497.460702258388,1577.1616159032556,1200.0,0.0018163851686310854,1.4677187920315191,8,0
232,2025-08-21,46056.36996259359,137.3064200953502,1200.0,3050.5357031677677,0.0044625361463960286,5.023581166984513,7,0
233,2025-08-22,26607.15041748463,2918.3748068466066,3050.5357031677677,3210.3198262351425,0.001999968313171476,4.71138362493366,8,0
234,2025-08-23,22194.96702481996,242.90713972217952,3210.3198262351425,1618.626665424351,0.0019811624158050786,1.740654541994445,7,0
235,2025-08-24,45886.7948571069,0.0,1618.626665424351,1458.6539631383216,0.004230015683283348,5.012300707981922,8,0
236,2025-08-25,52855.13750621627,5723.066962074242,1458.6539631383216,1943.105646809045,0.0009491377094428965,2.0405193330952898,8,0
237,2025-08-26,46965.227733076725,0.0,1943.105646809045,2896.12472578835,0.0018631801911724438,3.2627541249385104,8,0
238,2025-08-27,45861.43016935443,45.82846946239934,2896.12472578835,1801.1066210223203,0.0015017478369783815,1.1501334580825642,8,0
239,2025-08-28,49450.6214569404,2013.4095891888774,1801.1066210223203,2892.915216883075,0.002298683692962548,5.017940417048521,7,0
240,2025-08-29,23368.701357456746,1328.2405043572965,2892.915216883075,1431.0609730508654,0.003393307445344948,5.0229148749494925,7,0
241,2025-08-30,23868.391220657126,0.0,1431.0609730508654,1895.6095933883641,0.0006736460415865599,1.6418083340395242,8,0
242,2025-08-31,46892.972417943776,9.635762109983704,1895.6095933883641,2645.427124768678,0.0005778670740455071,1.07659245794639,8,0
243,2025-09-01,45257.2559048742,0.0,2645.427124768678,4602.206857381062,0.002564058482512408,5.0084809170803055,8,0
244,2025-09-02,39661.2911550445,13.307540167722104,4602.206857381062,5611.944710520085,0.0032204002500895077,5.014579707989469,8,0
245,2025-09-03,38271.50703354002,123.17441390642509,5611.944710520085,3283.621172624135,0.0033057434892833416,5.008700083941221,8,0
246,2025-09-04,38545.78021753405,0.0,3283.621172624135,2790.903400726406,0.004090559118117328,5.009509916999377,8,0
