predictor_id,scenario,issue_hour,month,period,target,population,unit,n,absolute_error_sum,squared_error_sum,signed_error_sum,actual_abs_sum,mae,rmse,wape_pct,bias
exp001_mlp,2,0,4,monthly,net_load,pv_generating,kW,2526,1816752.7267855897,2192195535.8613925,986493.6563479386,5896522.1807,719.2211903347544,931.5860388858072,30.810580730655634,390.53588929055365
exp001_mlp,2,0,5,monthly,load,all,kW,4464,1787144.6341839845,1129617648.2891896,-548886.3671503906,19649089.487999998,400.3460202025055,503.0412989525605,9.095305079023744,-122.95841558028464
exp001_mlp,2,0,5,monthly,load,pv_generating,kW,2747,1170944.3714425783,808545094.7224834,-284618.43931992195,13593091.3839,426.26296739809914,542.5287951144976,8.614261012248283,-103.61064409170802
exp001_mlp,2,0,5,monthly,pv,all,kW,4464,2965993.8276252933,2536901931.2673864,1757851.8383600586,12528226.6982,664.4251405970639,753.8583447556629,23.674490405345505,393.7840139695472
exp001_mlp,2,0,5,monthly,pv,pv_generating,kW,2747,1440461.421802539,1168024824.0222049,232319.4325373047,12528226.698199999,524.3762001465376,652.0737338355867,11.497727942690391,84.57205407255358
exp001_mlp,2,0,5,monthly,net_load,all,kW,4464,3728401.0981934574,4225707155.610804,-2306738.205510449,12329827.192200001,835.21529977452,972.9434651982376,30.238875533893037,-516.7424295498317
exp001_mlp,2,0,5,monthly,net_load,pv_generating,kW,2747,1938272.7617734377,2064735967.767541,-516937.8718572266,6273829.088099999,705.5962001359438,866.9677286423616,30.89457386478526,-188.18269816426158
exp001_mlp,2,0,6,monthly,load,all,kW,4320,2142153.8359527346,1419921819.2567713,-1649146.5675496096,20737609.7592,495.86894350757746,573.311090342266,10.329801075567028,-381.7468906364837
exp001_mlp,2,0,6,monthly,load,pv_generating,kW,2765,1432158.6210863283,974999766.8524241,-1011131.3711136719,14541332.1321,517.9597182952363,593.819818768132,9.84888184986049,-365.68946514056853
exp001_mlp,2,0,6,monthly,pv,all,kW,4320,1846784.9567034547,1379750606.2860894,138627.8841554931,10237650.7621,427.49651775542935,565.1430919847435,18.039147843764038,32.08978799895674
exp001_mlp,2,0,6,monthly,pv,pv_generating,kW,2765,1284027.5161192717,1143660309.5386257,-424129.5564286896,10237650.7621,464.3860817791218,643.1332405601712,12.54220861755481,-153.39224463967076
exp001_mlp,2,0,6,monthly,net_load,all,kW,4320,2949366.031250244,2860997538.407212,-1787774.4517051026,12512603.2655,682.7236183449639,813.7984693432232,23.571162360612,-413.8366786354404
exp001_mlp,2,0,6,monthly,net_load,pv_generating,kW,2765,1743064.3025372284,1714898404.567299,-587001.8146849823,6316325.6384,630.4030027259415,787.5382029982186,27.59617540837821,-212.29722050089777
exp001_mlp,2,0,7,monthly,load,all,kW,4464,2233590.9431996094,1572651244.9329605,-297071.42561210936,23825522.6407,500.356394085934,593.5456392192909,9.374782567766522,-66.54825842565174
exp001_mlp,2,0,7,monthly,load,pv_generating,kW,2784,1476107.6764078126,1065130411.9894273,-115446.29994296875,16157122.530900002,530.2110906637258,618.5385572745508,9.135956440169355,-41.46778015192843
exp001_mlp,2,0,7,monthly,pv,all,kW,4464,2595442.96665686,2117442223.72322,81331.02023605951,12156607.0836,581.4164351829884,688.7215806903445,21.350060496388586,18.219314569009747
exp001_mlp,2,0,7,monthly,pv,pv_generating,kW,2784,1605049.8751499024,1495088927.9499822,-909062.0712708986,12156607.0836,576.5265356141891,732.8226722390289,13.203107282419385,-326.5309164047768
exp001_mlp,2,0,7,monthly,net_load,all,kW,4464,3435270.6805647216,3997785607.2000217,-378402.4458481689,14558102.5933,769.5498836390506,946.3410019308519,23.59696710851398,-84.76757299466149
exp001_mlp,2,0,7,monthly,net_load,pv_generating,kW,2784,2204658.994453418,2617175382.3785286,793615.7713279297,6889702.4835,791.9033744444749,969.575868284738,31.999335235930843,285.0631362528483
exp001_mlp,2,0,8,monthly,load,all,kW,4464,1970729.9059769532,1357954338.3296876,366993.8921730469,22521670.3527,441.47175313103793,551.5444140459158,8.750371864583718,82.21189340794061
exp001_mlp,2,0,8,monthly,load,pv_generating,kW,2668,1309754.6420066406,1011163218.5349052,250794.73629335937,14745514.286899999,490.9125344852476,615.6270856584296,8.882393767508226,94.00102559721115
exp001_mlp,2,0,8,monthly,pv,all,kW,4464,3076680.525458594,2774975315.628374,437274.8706197266,13016993.167100001,689.2205478177854,788.4378575976008,23.635877241103554,97.95584019259108
exp001_mlp,2,0,8,monthly,pv,pv_generating,kW,2668,1730434.2838814454,1734525966.510261,-908971.3709574218,13016993.167100001,648.5885621744548,806.3015418273559,13.293655928583094,-340.69391715045793
exp001_mlp,2,0,8,monthly,net_load,all,kW,4464,3484639.856316504,4246574599.449521,-70280.97844667977,14763437.7052,780.6092868092527,975.3428079740215,23.603173772251832,-15.743946784650486
exp001_mlp,2,0,8,monthly,net_load,pv_generating,kW,2668,2233713.668141992,3005087758.4006166,1159766.1072507813,6987281.6394,837.2240135464737,1061.293897575839,31.96827870149802,434.69494274766913
exp001_mlp,2,0,9,monthly,load,all,kW,4320,1600509.2313621093,958299162.1469997,61533.34255351564,19595133.0698,370.4882480004883,470.98674053124887,8.167891617071039,14.243829294795287
exp001_mlp,2,0,9,monthly,load,pv_generating,kW,2415,978383.9069726563,645587905.6657121,-26914.01669062501,12617957.8663,405.1279117899198,517.0340264824623,7.753900570437953,-11.144520368788823
exp001_mlp,2,0,9,monthly,pv,all,kW,4320,2533604.7960889284,2364729109.7922573,-506822.08568323974,11264829.8663,586.4825916872519,739.858768710013,22.491283278662653,-117.31992724149067
exp001_mlp,2,0,9,monthly,pv,pv_generating,kW,2415,1701374.5557172243,1928523534.6506696,-1339052.326054944,11264829.8663,704.502921622039,893.6221068408311,15.10341989990525,-554.47301285919
exp001_mlp,2,0,9,monthly,net_load,all,kW,4320,2838850.103122864,3118317880.999282,568355.4282367553,12992757.2159,657.1412275747371,849.6074639643344,21.849481645426238,131.56375653628595
exp001_mlp,2,0,9,monthly,net_load,pv_generating,kW,2415,1928350.9623424686,2469957732.344364,1312138.3093643188,6015582.0124,798.4890113219332,1011.3144046177304,32.055933380469796,543.3284924904012
exp001_mlp,2,0,10,monthly,load,all,kW,4464,1727679.6574214844,1041391268.0748215,-1119319.9050519532,19405095.0093,387.02501286323576,482.99748900954023,8.903226995763145,-250.74370632884256
