run,scenario,days,passed,full_comparable_q2,eligible_for_selection,total_cost,planned_cost,up_cost,down_cost,emergency_cost,direction_reversals,active_slots,throughput_kwh,equivalent_full_cycles,power_ramp_total_kw,simultaneous_slots,realized_physics_only,known_initializer_emergency_charging_relaxation,goal_passed,archive,archive_sha256,cost_reduction_vs_exp006_pct
forecast_override_pilot/v2/joint_override/4-3,4-3,3,True,False,True,143906.65927881602,124168.74363606083,9444.986154582504,0.0,10292.92948817266,53,360,129954.58354587998,5.407122615641235,304172.3060622532,0,True,False,False,data/results/exp008/forecast_override_pilot/v2/joint_override/4-3/dispatch_4-3.npz,fdf8cd2eb930022282cc1a717bd961d97e1692b12b2b26c949845f9a13a552a7,
forecast_override_pilot/v2/legacy_default/3,3,3,True,False,True,131525.5004356554,131513.51515431175,11.985281343663292,0.0,0.0,29,351,117617.97620270442,4.891782499112133,198774.05575043114,0,True,False,False,data/results/exp008/forecast_override_pilot/v2/legacy_default/3/dispatch_3.npz,70efafc07705b1e4436f35cfe8d0f1c25dadbda470af1e4a97316ccec58c4695,
forecast_override_pilot/v2/legacy_default/4-3,4-3,3,True,False,True,141220.72226091818,141206.8221407887,13.900120129394468,0.0,0.0,41,329,123664.60876431754,5.1430304513491345,271007.6353945574,0,True,False,False,data/results/exp008/forecast_override_pilot/v2/legacy_default/4-3/dispatch_4-3.npz,555b0f331440d450ebac91af9fbdd0b891b3fab60e6e5acaaf20d21bc846f9c1,
forecast_override_pilot/v2/new_default/3,3,3,True,False,True,131525.5004356554,131513.51515431175,11.985281343663292,0.0,0.0,29,351,117617.97620270442,4.891782499112133,198774.05575043114,0,True,False,False,data/results/exp008/forecast_override_pilot/v2/new_default/3/dispatch_3.npz,70efafc07705b1e4436f35cfe8d0f1c25dadbda470af1e4a97316ccec58c4695,
forecast_override_pilot/v2/new_default/4-3,4-3,3,True,False,True,141220.72226091818,141206.8221407887,13.900120129394468,0.0,0.0,41,329,123664.60876431754,5.1430304513491345,271007.6353945574,0,True,False,False,data/results/exp008/forecast_override_pilot/v2/new_default/4-3/dispatch_4-3.npz,555b0f331440d450ebac91af9fbdd0b891b3fab60e6e5acaaf20d21bc846f9c1,
forecast_scaled_pv_hgb/lp_bridge/scaled_pv_hgb_tree28_q08_buffer500_334days,2,334,True,True,True,13164074.946089102,12600302.675873581,0.0,0.0,563772.2702156024,6975,40321,12103377.007601682,503.60798910706256,33141908.728976652,0,True,False,False,data/results/exp008/forecast_scaled_pv_hgb/lp_bridge/scaled_pv_hgb_tree28_q08_buffer500_334days/dispatch_2.npz,b7c1ef2f8b65f1754d584d04a7981faa19778c3ccf0a46bc62000cae9ac6e243,6.413806462922988
hgb_capacity_selection/lp_bridge/past_validation_capacity_HGB_Ridge28_memory_half_tree28_q08_buffer500_334days,2,334,True,True,True,13185761.900104165,12586129.688778264,0.0,0.0,599632.211325908,6967,40343,12095811.984539255,503.29366633190585,33033621.394405838,0,True,False,False,data/results/exp008/hgb_capacity_selection/lp_bridge/past_validation_capacity_HGB_Ridge28_memory_half_tree28_q08_buffer500_334days/dispatch_2.npz,87c6975186af7ab00b73ec72e22f17fe6003e9073d787699c478d09c713db126,6.259629319143789
hgb_quantile_replan/q0.75_334days,2,334,True,True,True,13187339.304011904,12417150.537097981,0.0,0.0,770188.7669139502,7467,40653,12179151.599817412,506.76156398579275,33157950.010733858,0,True,False,False,data/results/exp008/hgb_quantile_replan/q0.75_334days/dispatch_2.npz,0aaf3e57c1c4c5aec96f9794658016e2a586879646a77af9c6c8b88b9e61a038,6.248415221077619
hgb_quantile_replan/q0.80_334days,2,334,True,True,True,13173407.796091657,12593868.384542437,0.0,0.0,579539.4115492167,6983,40268,12105874.684348362,503.7120036087519,33071434.778116927,0,True,False,False,data/results/exp008/hgb_quantile_replan/q0.80_334days/dispatch_2.npz,c900745ca1157faad28a937ea1602fc3009cd8391ae7df5a442ef2f3de93114c,6.347457257971745
hgb_quantile_replan/q0.85_334days,2,334,True,True,True,13222100.92055962,12771394.11027942,0.0,0.0,450706.81028022076,6461,39793,12017411.504389498,500.0308644139587,32945844.75199485,0,True,False,False,data/results/exp008/hgb_quantile_replan/q0.85_334days/dispatch_2.npz,e80c288da378324d5e830d0aec5b1a623d984ef7a8fc856123f77707cb31a74e,6.00128753552287
hgb_stage_selection/lp_bridge/best_validation_stage_hgb_ridge28_memory_tree28_q08_buffer500_334days,2,334,True,True,True,13171531.151683,12591480.272805477,0.0,0.0,580050.878877519,6985,40247,12102923.006345712,503.5890619041862,33032610.802990466,0,True,False,False,data/results/exp008/hgb_stage_selection/lp_bridge/best_validation_stage_hgb_ridge28_memory_tree28_q08_buffer500_334days/dispatch_2.npz,886206b82ed06320b378a0647505bf4f3e0cb778d36143b24c186b977e41dd1c,6.360798720060645
holiday_forecast/dispatch_linkage,2,334,True,True,True,13377421.38306173,12679983.962169228,0.0,0.0,697437.4208925132,6723,39645,12024033.710741974,500.3071151498702,32898943.31349224,0,True,False,False,data/results/exp008/holiday_forecast/dispatch_linkage/dispatch_2.npz,14fb9c595aef688e0615d7634f221616b5e142fb88fe4d0db053dc1ca25c9c3d,4.897081510905165
integrated_issued_opportunity_d3/3,3,3,True,False,True,131525.5004356554,131513.51515431175,11.985281343663292,0.0,0.0,29,351,117617.97620270442,4.891782499112133,198774.05575043114,0,True,False,False,data/results/exp008/integrated_issued_opportunity_d3/3/dispatch_3.npz,70efafc07705b1e4436f35cfe8d0f1c25dadbda470af1e4a97316ccec58c4695,
integrated_issued_opportunity_d3/4-3,4-3,3,True,False,True,141220.72226091818,141206.8221407887,13.900120129394468,0.0,0.0,41,329,123664.60876431754,5.1430304513491345,271007.6353945574,0,True,False,False,data/results/exp008/integrated_issued_opportunity_d3/4-3/dispatch_4-3.npz,555b0f331440d450ebac91af9fbdd0b891b3fab60e6e5acaaf20d21bc846f9c1,
integrated_legacy_d3/3,3,3,True,False,True,141554.7876906119,141554.7876906118,0.0,0.0,0.0,35,325,105995.21904083659,4.4074170593502595,204335.83946800593,0,True,False,False,data/results/exp008/integrated_legacy_d3/3/dispatch_3.npz,390b7d2f82eb0d2d5ea22c75c62e0c07316b84a7daeffbb25834e24773d7087b,
integrated_legacy_d3/4-3,4-3,3,True,False,True,151537.50189697614,151537.50189697617,0.0,0.0,0.0,41,301,110368.68882715456,4.5881899544181515,248665.23015628115,0,True,False,False,data/results/exp008/integrated_legacy_d3/4-3/dispatch_4-3.npz,0cb0e2c6877c2958e345670b15dd672a1bf255d8421a02d4cab250ccd351bf79,
joint_initial/3,3,334,True,False,True,13120805.90319801,12610528.082842138,384758.9738156575,0.0,125518.84654022014,5823,38088,11361285.242243765,472.7314445103458,24623126.94800786,0,True,False,False,data/results/exp008/joint_initial/3/dispatch_3.npz,d73056979031c0f50fb908a82ccc80512d73b402ff6b52e9b98011ad89c70da4,
joint_initial/4-2,4-2,334,True,False,True,14659315.250047354,13229685.980650475,0.0,0.0,1429629.2693968841,6523,38359,12081156.235669926,502.68423952000836,35653932.55782011,0,True,False,False,data/results/exp008/joint_initial/4-2/dispatch_4-2.npz,b79d66fd09ba1ad88bee1099bbbc9c518c6aac99dfcd96d14aab5d31ee3ea240,
joint_initial/4-3,4-3,334,True,False,True,13882084.677790524,13325939.083399119,401392.210819496,0.0,154753.38357189536,6535,38168,12224046.976169918,508.63005867604073,36621550.33250413,0,True,False,False,data/results/exp008/joint_initial/4-3/dispatch_4-3.npz,bab3dc498985b50c7a16eaa176947a74c2adf200d76ac1aee8dd944db880d8e1,
joint_pilot/3,3,3,True,False,True,141554.7876906119,141554.7876906118,0.0,0.0,0.0,35,325,105995.21904083659,4.4074170593502595,204335.83946800593,0,True,False,False,data/results/exp008/joint_pilot/3/dispatch_3.npz,390b7d2f82eb0d2d5ea22c75c62e0c07316b84a7daeffbb25834e24773d7087b,
joint_pilot/4-2,4-2,3,True,False,True,149788.8194431977,149788.81944319775,0.0,0.0,0.0,47,307,113828.19480890907,4.732778769121142,266419.90538115636,0,True,False,False,data/results/exp008/joint_pilot/4-2/dispatch_4-2.npz,c8fec63082b8b43f1bac4052775d57850040fc7d1dd751e3eadcab7194363642,
joint_pilot/4-3,4-3,3,True,False,True,151537.50189697614,151537.50189697617,0.0,0.0,0.0,41,301,110368.68882715456,4.5881899544181515,248665.23015628115,0,True,False,False,data/results/exp008/joint_pilot/4-3/dispatch_4-3.npz,0cb0e2c6877c2958e345670b15dd672a1bf255d8421a02d4cab250ccd351bf79,
latest_forecast_old_dispatch/3,3,334,True,False,True,13024442.023377193,12221979.841295466,486568.7486577248,14845.87753483016,301047.55588916846,7965,41778,12199780.033559699,507.6200065370139,33802547.075662285,0,True,False,False,data/results/exp008/latest_forecast_old_dispatch/3/dispatch_3.npz,684076530e5504a2a3663c90c091fb503ce27514003a87a85309d992d876477c,
latest_forecast_old_dispatch/4-2,4-2,334,True,False,True,14373895.921563864,13460884.323876724,0.0,0.0,913011.5976871048,8717,39853,13640457.609730298,567.5648661889504,50604847.39590913,0,True,False,False,data/results/exp008/latest_forecast_old_dispatch/4-2/dispatch_4-2.npz,d02fd9189b9b66c5d29650554ca10ce990a9ea343d5cbed5d9f2c94fcc6ed30d,
latest_forecast_old_dispatch/4-3,4-3,334,True,False,True,13808679.525282381,12935409.48498809,516078.6162858923,18932.455820705552,338258.9681877331,9031,41601,13861444.484681789,576.7601833014406,51368579.26007831,0,True,False,False,data/results/exp008/latest_forecast_old_dispatch/4-3/dispatch_4-3.npz,eaa74cd93301b7df69a4046fa1af18001c25911e0ad01f5a0a782a754090071e,
load_energy_memory/lp_bridge/joint_tree28_q08_buffer500_334days,2,334,True,True,True,13416463.326767987,12679688.56245233,0.0,0.0,736774.7643156153,6597,39597,12006702.669573486,499.58525670663664,32836367.80961937,0,True,False,False,data/results/exp008/load_energy_memory/lp_bridge/joint_tree28_q08_buffer500_334days/dispatch_2.npz,207c2025990be3e18e88f995dce377ae4530e4692d91cf716ed63ea5990c6df7,4.619524074114434
load_energy_memory/lp_bridge/memory_tree28_q08_buffer500_334days,2,334,True,True,True,13254749.360522216,12654352.02287613,0.0,0.0,600397.337646097,6789,40132,12048543.828998629,501.32665882961896,33046975.964150548,0,True,False,False,data/results/exp008/load_energy_memory/lp_bridge/memory_tree28_q08_buffer500_334days/dispatch_2.npz,7fc8ef48bba42624598bd8e92f9d73ea72eb48bc396751d1e52a5489a09b46ef,5.769182869335843
memory_update_dispatch/days30/3,3,30,True,False,True,1230277.1647161935,1117297.6787140958,90847.08702624186,0.0,22132.398975857686,515,3664,1156183.9761303635,48.10750030949425,2361231.6426632386,0,True,False,False,data/results/exp008/memory_update_dispatch/days30/3/dispatch_3.npz,417779d7fac09e76e8067f896bf5b83c5e11783ddf947915e687e5e0dd1e8339,
memory_update_dispatch/days30/4-3,4-3,30,True,False,True,1293550.7786722318,1176965.3095266535,94768.3988118989,0.0,21817.070333680138,543,3683,1257401.9188471064,52.318708908869326,3369308.6535981772,0,True,False,False,data/results/exp008/memory_update_dispatch/days30/4-3/dispatch_4-3.npz,23385f5de66f1500f2d447d52617c45a750b3e9fc7761d705916c8ce556dbda4,
mode_budget_hold1_physical/direct_hgb_memory_hold1_cap8_kappa0_334days,2,334,True,True,True,13219687.999818834,12646680.956851719,0.0,0.0,573007.0429669725,2521,37217,11337080.993655764,471.72414374046804,28345598.11593932,0,True,False,False,data/results/exp008/mode_budget_hold1_physical/direct_hgb_memory_hold1_cap8_kappa0_334days/dispatch.npz,0bae80f584382ba80779f996342f8650ac5aa885174a8543a04a8d1aab6ebd2f,6.018441499501481
mode_budget_hold1_physical/hgb_extra_trees_half_hold1_cap8_kappa0_334days,2,334,True,True,True,13201981.94794217,12634934.205903966,0.0,0.0,567047.7420382374,2533,37211,11353818.825263,472.4205867795632,28219286.965346314,0,True,False,False,data/results/exp008/mode_budget_hold1_physical/hgb_extra_trees_half_hold1_cap8_kappa0_334days/dispatch.npz,8b97181d2f82659774c609632d39a2bd812e69598fcd37696a2d793debcfe6d7,6.144317567853652
mode_budget_physical/direct_hgb_memory_hold3_cap8_kappa0_334days,2,334,True,True,True,13229466.093953246,12649529.439160172,0.0,0.0,579936.6547930925,2521,37121,11360101.73761824,472.68201195563887,28131500.180952005,0,True,False,False,data/results/exp008/mode_budget_physical/direct_hgb_memory_hold3_cap8_kappa0_334days/dispatch.npz,7d67f5826e6aa41ad2d30ddfd1c63e6021ea62f1a85f8c015a2c3bd080f4b8bd,5.948926959829349
mode_minhold_physical/direct_hgb_memory_hold3_physical3_334days,2,334,True,True,True,13254118.289880954,12668444.928768305,0.0,0.0,585673.3611126,1801,36396,10998706.137703868,457.64473258600253,25592295.499900706,0,True,False,False,data/results/exp008/mode_minhold_physical/direct_hgb_memory_hold3_physical3_334days/dispatch.npz,a829d18e8d498237195580834dd17368116b02c4174285f9c7fe4ce37491ea53,5.7736692840220645
mode_minhold_physical/hold3_s3_5sec,2,30,True,False,True,1257878.549129255,1203330.0282895027,0.0,0.0,54548.52083975001,175,3461,1092635.4647164675,45.46386430656578,2508325.089325854,0,True,False,False,data/results/exp008/mode_minhold_physical/hold3_s3_5sec/dispatch.npz,c18d314068e872a362cf241dd6585140b0d447be717a20385e488af9f0c13f34,
mode_planning/halfhour_ridge_s7_switch50_refine_pilot30,2,30,True,False,True,1263380.9337027646,1203038.068702777,0.0,0.0,60342.86499998608,164,3513,1080310.7414628877,44.948673042292164,2439913.246111477,0,True,True,False,data/results/exp008/mode_planning/halfhour_ridge_s7_switch50_refine_pilot30/dispatch.npz,93e003bbcf9223e8758f795c57f07645157b8fa8f95450bfda9dd896b973aa84,
mode_planning/hourly_ridge_rank_s7_switch50_refine_pilot30,2,30,True,False,True,1269529.696838526,1216996.5223895593,0.0,0.0,52533.17444896597,164,3478,1074589.8259969407,44.710665658690345,2300854.566557627,0,True,True,False,data/results/exp008/mode_planning/hourly_ridge_rank_s7_switch50_refine_pilot30/dispatch.npz,e4451876274be3a2d3cde7d3646622d51615a70dd45611ad4e4598dc0534b904,
