name,channel,month,rmse_kw,mae_kw,bias_kw,price_weighted_rmse_kw,high_price_rmse_kw,high_price_bias_kw,daily_energy_rmse_kwh,daily_energy_mae_kwh,cumulative_error_rmse_kwh,daily_level_mse_kw2,within_day_mse_kw2,high_price_underprediction_kwh
original_HGB_full,net,8,396.9445917939474,285.1980176373108,-2.418799122976827,401.1688929114933,389.08203215432945,-20.366203551267713,3401.842334230684,2625.6714721188487,2338.7982918672988,20091.20011625707,137473.80883820643,27659.65206282028
original_HGB_full,net,9,398.3867152859535,291.3297160726251,-80.33507387576537,410.69560639176575,423.60002206633516,-92.09745799878903,4794.064784782558,3551.027955510176,2764.5486416290087,39901.14090397956,118810.83401235184,37091.83418303952
original_HGB_full,net,10,326.53907683276947,217.8113988760491,-13.97668494163887,328.46499659296785,317.2475236912247,-20.10147184286315,3554.827738562769,2711.1469303209274,2249.4119361975168,21938.88932440155,84688.87937439578,22785.062997265584
original_HGB_full,net,11,232.166716424843,165.6600036634827,-13.840539339633091,228.87762742958253,210.42225650630795,-14.094034500103618,1447.7271970813179,1179.6978726008185,1001.6403281521433,3638.7396478627224,50262.64456763073,15391.467757364677
original_HGB_full,net,12,240.82450513708457,176.36597743977467,11.339509789362646,237.4931249987829,214.84398348403883,7.250094735948775,2059.897313500936,1531.621085134102,1541.6439003187834,7366.626635708981,50629.815638812695,13797.743042443248
best_fixed_channel_composite_full,load,2,169.72369068439806,132.9375444295998,-12.08693018319736,168.5452058474216,163.7018576646786,-25.594792155332893,1913.515041383198,1152.3138109135894,1193.1180299998769,6356.839954166219,22449.291225367007,12695.57562750524
best_fixed_channel_composite_full,load,3,152.01834678151698,118.31016614953928,-15.165698332532447,152.67828533601516,144.9143361852578,-19.472257006723,1024.345303430523,805.5499845934478,761.372260074011,1821.6723969794623,21287.905361206096,12307.56258827864
best_fixed_channel_composite_full,load,4,129.82656024658323,102.10263482187924,-2.523248730124339,128.90168505756714,124.71021145331035,-2.756268041436691,453.1827726499185,359.6269381523151,329.9223575108768,356.55316914352045,16498.38257631618,9185.530549570316
best_fixed_channel_composite_full,load,5,172.4803283927537,131.293622922284,-4.10283209583048,183.97578081376577,211.38313216268224,-18.581956935964264,1017.3127451111386,783.6410919308827,519.9393591894592,1796.7451759818753,27952.718506490284,16733.60187338125
best_fixed_channel_composite_full,load,6,222.76463937230776,170.9408027884946,3.643380444238422,230.1140306773047,250.11836301418998,22.68020342904962,2349.7838149980576,1596.4533257682835,1188.383680366651,9585.909682685464,40038.17487198887,15434.286272996731
best_fixed_channel_composite_full,load,7,293.99471998758634,227.64602286827213,12.59120704512526,295.6974391958747,300.8631041640424,42.7549493202996,4161.8350089504975,2709.4329368697054,2370.9913722821357,30070.955975218727,56361.93940536054,17715.29868319575
best_fixed_channel_composite_full,load,8,209.22704441447598,166.20511436623846,12.237066292571491,205.78051008344204,199.52959950864863,17.066489943220063,1313.4756495324125,972.1097873914224,895.8271495832967,2995.170628323947,40780.78548609316,13075.56141922352
best_fixed_channel_composite_full,load,9,232.4826682380975,175.33772871434354,-20.45977831356094,238.7015628621658,252.3288003136791,-15.850780582911911,3267.328910346589,2344.846989271309,1643.7040984924424,18533.74688956012,35514.44414154518,18349.727251766457
best_fixed_channel_composite_full,load,10,142.1695547051719,110.88870647682486,-2.0443036737741744,148.69133122689757,164.87937326387848,-1.843125901877692,956.1509815086803,740.8327731109979,532.0120047949819,1587.1956587500217,18624.986626316837,11929.630053776616
best_fixed_channel_composite_full,load,11,131.76962955238773,104.88260271338812,-3.1244675851217645,131.95294180255337,129.2194026519716,-4.007780633397221,895.0220221298904,651.2009697710369,529.1142474903909,1390.7368404470105,15972.498431926482,9636.398649948524
best_fixed_channel_composite_full,load,12,178.36837958817821,136.87090849712467,-4.4006750067760025,174.22446614498915,162.27233584582837,-9.166857125854996,1870.0791274319631,1150.5885944762447,1409.3646938337038,6071.520734126203,25743.75810278623,12291.542778109118
best_fixed_channel_composite_full,pv,2,221.95552801585626,111.5013659005829,-15.906796902079352,221.35299580798818,197.62934937175734,-12.230626833238343,1892.239289211555,1487.2363060838502,1309.583471248296,6216.266541034463,43047.989875763094,9537.56952826469
best_fixed_channel_composite_full,pv,3,311.9500367870128,155.7778299015891,5.839559491262155,311.41054588412317,286.5315181716012,15.760628685719004,3051.331560999503,2500.108265650641,2088.815554207984,16164.278290193863,81148.54716122478,11753.236939755749
best_fixed_channel_composite_full,pv,4,347.7705738204815,179.34982229119407,7.876183819982453,343.87548270361873,307.8732984212779,-11.408087658140394,2929.268284971134,2125.3231992402752,2067.0784636446842,14896.89702315578,106047.4749922712,15979.23176474869
best_fixed_channel_composite_full,pv,5,333.1743902746124,184.62876115820643,18.12363183760703,334.99163503624635,299.1465510527503,9.90056380149982,2826.7110660779967,2044.7254324196192,1939.320274077679,13872.040713694108,97133.13362116562,15270.805130055842
best_fixed_channel_composite_full,pv,6,398.7237974646788,212.8957990326201,13.401210129549755,404.96569935272095,379.0007115248748,-13.074373409716264,4027.9022141848,3081.931171942698,2702.0538069926715,28166.660151102107,130814.00651355207,19973.965360634065
best_fixed_channel_composite_full,pv,7,366.66683471506116,195.73561887154807,-10.701429149525875,361.96335374860547,312.98329018757875,-3.692505656146057,3863.556097458853,2865.502327049403,2599.3277922673105,25915.04464967271,108529.52303028929,16564.412375611555
best_fixed_channel_composite_full,pv,8,337.16508365380463,183.75464138138778,38.92570634804225,344.2194047104048,332.8605493225869,27.9924878521841,3280.1624215744905,2587.2567271221724,2246.535941349478,18679.627624842757,95000.6660104343,15194.307443831722
best_fixed_channel_composite_full,pv,9,303.60522248709975,156.49165627297623,43.02491874812418,307.55711432608075,299.8120852403403,50.89197666469165,2476.1271353381485,1913.671286030739,1730.8165412571075,10644.454149926923,81531.67697151442,9910.206904660607
best_fixed_channel_composite_full,pv,10,292.14622490392804,138.85849424454963,5.7648565504421505,290.51997293462756,267.6854824681126,7.956675301478028,3233.622502774402,2362.5296333090687,2219.4441851762986,18153.323768140603,67196.09295747592,11442.852964442247
