run_id,rl_seed,cutoff_day,iteration_at_cutoff,global_iteration,transitions,training_start_day,training_end_day,history_days,max_observed_index,rollout_seconds,update_seconds,mean_episode_reward,mean_episode_cost_yuan,mean_episode_throughput_kwh,loss,policy_loss,value_loss,entropy,approx_kl,clip_fraction,gradient_norm
cost_only_3407,3407,185,23,681,4608,95,184,90,26639,0.051057625096291304,0.032619166071526706,-46.604129791259766,46993.57228727301,28695.227305197383,0.21355433720681402,-0.003554256607054008,0.47650884754127926,2.1145830618010626,0.0010774312262482352,0.003200954861111111,2.7822714762555227
cost_only_3407,3407,185,24,682,4608,95,184,90,26639,0.04746745794545859,0.032721416908316314,-46.2684211730957,46659.05273751303,28641.608992963986,0.21711627476745182,-0.0031628576366023887,0.4820992913511064,2.0770513746473522,0.0018707698959588015,0.011664496527777778,2.0648496747016907
cost_only_3407,3407,185,25,683,4608,95,184,90,26639,0.047251666081137955,0.03281558305025101,-44.57353210449219,45155.03860746839,26076.82445921,0.2449598548312982,-0.003244106968243917,0.5394649066858821,2.152849276860555,0.0015142976379946857,0.009765625,2.0369818856318793
cost_only_3407,3407,185,26,684,4608,95,184,90,26639,0.04731158306822181,0.03271416702773422,-43.69648742675781,43970.25150445913,26932.662934630447,0.15905046545796925,-0.0019471382450622816,0.36546612944867873,2.1735462811258106,0.0010567088832102753,0.004014756944444444,2.252102838622199
cost_only_3407,3407,185,27,685,4608,95,184,90,26639,0.04716766602359712,0.032541749998927116,-48.32218933105469,48759.883125554516,27392.410342940297,1.0154296341869566,-0.0022531486271570125,2.0783641868167453,2.149930238723755,0.0008591205555856302,0.0022786458333333335,4.6511603064007225
cost_only_3407,3407,185,28,686,4608,95,184,90,26639,0.04438062501139939,0.030681542004458606,-44.47724151611328,44698.511329693094,27482.095546356322,0.4333570777542061,-0.0017330163261956638,0.9126740727159712,2.124694161944919,0.000748865727258716,0.00048828125,3.0733465684784784
cost_only_3407,3407,185,29,687,4608,95,184,90,26639,0.044511541025713086,0.03063649998512119,-46.118446350097656,46324.67025249509,29142.754813588857,0.2760411625107129,-0.0034499966617052755,0.598771279056867,1.9894483586152394,0.001872400500663692,0.0087890625,2.6451790200339422
cost_only_3407,3407,185,30,688,4608,95,184,90,26639,0.04446237499359995,0.03078216698486358,-44.37873840332031,44465.51843384467,29405.75253295512,0.23741205843786398,-0.0021039568301704195,0.5185287412669923,1.974835730261273,0.0005569439230536469,0.00010850694444444444,2.818849391407437
cost_only_3407,3407,185,31,689,4608,95,184,90,26639,0.04443508293479681,0.030635292059741914,-45.60078811645508,46143.125754987304,30733.317182641378,0.18402033092247116,-0.002323590451851487,0.41346656531095505,2.0389361646440296,0.0027233035098106484,0.020128038194444444,2.3831245021687613
cost_only_3407,3407,185,32,690,4608,95,184,90,26639,0.04454200004693121,0.030715500004589558,-47.41754913330078,47767.83591917344,29357.299706925172,0.21202898687786526,-0.0034144098689365718,0.4715654957625601,2.0339351991812387,0.0014648251731664964,0.00634765625,2.21784238020579
